Belle of the Yukon,1944,339,5,tt0036636
Between Two Women,1945,142,5,tt0036640
Between Two Worlds,1944,1812,7,tt0036641
The Big Noise,1944,1133,6,tt0036644
Blonde Fever,1944,295,5,tt0036651
Bluebeard,1944,1643,5,tt0036653
Bride by Mistake,1944,276,6,tt0036671
The Bridge of San Luis Rey,1944,164,5,tt0036672
Buffalo Bill,1944,1364,6,tt0036677
Can't Help Singing,1944,516,6,tt0036692
Candlelight in Algeria,1944,236,6,tt0036693
A Canterbury Tale,1944,5128,7,tt0036695
The Canterville Ghost,1944,2598,6,tt0036696
Carolina Blues,1944,144,5,tt0036698
Casanova Brown,1944,1011,6,tt0036699
Champagne Charlie,1944,259,6,tt0036704
Christmas Holiday,1944,1233,6,tt0036711
The Climax,1944,721,5,tt0036715
Cobra Woman,1944,984,5,tt0036716
The Conspirators,1944,1080,6,tt0036719
Cover Girl,1944,4861,6,tt0036723
Crime by Night,1944,428,6,tt0036730
Cry of the Werewolf,1944,862,5,tt0036731
Dark Mountain,1944,193,5,tt0036743
Dark Waters,1944,886,6,tt0036745
Days of Glory,1944,1188,6,tt0036748
Don't Take It to Heart!,1944,125,6,tt0036767
Double Indemnity,1944,145118,8,tt0036775
The Doughgirls,1944,539,6,tt0036776
Dragon Seed,1944,1093,6,tt0036777
Enemy of Women,1944,126,5,tt0036791
The Eve of St. Mark,1944,196,5,tt0036803
Experiment Perilous,1944,1502,6,tt0036807
The Falcon Out West,1944,535,6,tt0036809
The Falcon in Hollywood,1944,686,6,tt0036810
Man of Evil,1944,470,6,tt0036814
The Fighting Seabees,1944,3314,6,tt0036824
Follow the Boys,1944,401,5,tt0036832
Follow the Leader,1944,295,4,tt0036833
Frenchman's Creek,1944,657,6,tt0036840
Gaslight,1944,25049,7,tt0036855
Gentle Annie,1944,247,6,tt0036859
Girl Rush,1944,171,5,tt0036865
The Best Years of Our Lives,1946,57803,8,tt0036868
Going My Way,1944,10693,7,tt0036872
The Great Moment,1944,875,6,tt0036880
Greenwich Village,1944,367,6,tt0036881
Guest in the House,1944,746,6,tt0036886
The Hairy Ape,1944,376,6,tt0036892
Henry V,1944,5846,7,tt0036910
Here Come the Waves,1944,374,6,tt0036912
Torment,1944,3205,7,tt0036914
Higher and Higher,1943,584,6,tt0036919
Hollywood Canteen,1944,1920,7,tt0036922
Home in Indiana,1944,431,6,tt0036926
Hotel Reserve,1944,711,6,tt0036929
The Hour Before the Dawn,1944,149,5,tt0036930
House of Frankenstein,1944,6165,6,tt0036931
I'll Be Seeing You,1944,2026,7,tt0036940
I'm from Arkansas,1944,151,5,tt0036941
The Impatient Years,1944,314,6,tt0036950
In Our Time,1944,492,6,tt0036952
"In the Meantime, Darling",1944,200,5,tt0036955
The Invisible Man's Revenge,1944,1920,5,tt0036959
Irish Eyes Are Smiling,1944,144,6,tt0036961
It Happened Tomorrow,1944,2004,7,tt0036962
Jam Session,1944,136,6,tt0036966
Jane Eyre,1943,7992,7,tt0036969
Janie,1944,347,6,tt0036970
Johnny Doesn't Live Here Anymore,1944,181,5,tt0036972
The Keys of the Kingdom,1944,2411,7,tt0036983
Kismet,1944,1036,6,tt0036984
Knickerbocker Holiday,1944,136,5,tt0036988
Lady in the Dark,1944,421,6,tt0037000
The Last Ride,1944,183,5,tt0037007
Laura,1944,43130,8,tt0037008
Lifeboat,1944,26708,7,tt0037017
The Lodger,1944,3200,7,tt0037024
A Lady Surrenders,1944,286,6,tt0037029
Madonna of the Seven Moons,1945,439,6,tt0037035
Main Street After Dark,1945,152,5,tt0037038
Maisie Goes to Reno,1944,390,6,tt0037040
Make Your Own Bed,1944,286,5,tt0037042
Marine Raiders,1944,316,5,tt0037048
Marriage Is a Private Affair,1944,350,6,tt0037051
The Mask of Dimitrios,1944,3240,7,tt0037055
The Master Race,1944,243,6,tt0037056
Meet Me in St. Louis,1944,21332,7,tt0037059
Meet the People,1944,358,5,tt0037062
Ministry of Fear,1944,7049,7,tt0037075
Moss Rose,1947,303,6,tt0037089
Mr. Skeffington,1944,5438,7,tt0037094
Mr. Winkle Goes to War,1944,462,6,tt0037095
Mrs. Parkington,1944,1414,7,tt0037096
The Mummy's Ghost,1944,2632,5,tt0037099
Murder in the Blue Room,1944,255,5,tt0037100
"Murder, My Sweet",1944,12280,7,tt0037101
Music for Millions,1944,514,6,tt0037104
Nabonga,1944,465,4,tt0037115
National Velvet,1944,6494,7,tt0037120
Nevada,1944,258,6,tt0037124
Nine Girls,1944,120,6,tt0037131
None But the Lonely Heart,1944,2264,6,tt0037135
Once Upon a Time,1944,909,6,tt0037150
One Mysterious Night,1944,349,6,tt0037153
Our Hearts Were Young and Gay,1944,146,6,tt0037158
Passage to Marseille,1944,4046,6,tt0037166
Passport to Destiny,1944,219,6,tt0037167
The Pearl of Death,1944,3970,7,tt0037168
A Place of One's Own,1945,729,6,tt0037179
Practically Yours,1944,126,6,tt0037190
The Princess and the Pirate,1944,1950,7,tt0037193
The Purple Heart,1944,842,6,tt0037197
The Fighting Rats of Tobruk,1944,203,5,tt0037212
Return of the Ape Man,1944,279,4,tt0037217
The Return of the Vampire,1943,2040,6,tt0037219
Riders of the Deadline,1943,169,6,tt0037224
San Diego I Love You,1944,133,6,tt0037244
The Scarlet Claw,1944,4818,7,tt0037248
"See Here, Private Hargrove",1944,452,6,tt0037256
Sensations of 1945,1944,107,6,tt0037258
Seven Days Ashore,1944,144,5,tt0037261
The Seventh Cross,1944,2458,7,tt0037263
Shadows in the Night,1944,166,6,tt0037266
Shine on Harvest Moon,1944,304,6,tt0037273
Show Business,1944,216,6,tt0037274
Since You Went Away,1944,4258,7,tt0037280
Something for the Boys,1944,282,5,tt0037295
Song of the Open Road,1944,111,6,tt0037297
The Spider Woman,1943,4191,7,tt0037303
Standing Room Only,1944,157,6,tt0037310
Step Lively,1944,484,6,tt0037313
The Story of Dr. Wassell,1944,879,6,tt0037316
Strange Affair,1944,145,6,tt0037317
The Sullivans,1944,2084,7,tt0037323
Summer Storm,1944,439,6,tt0037325
Sunday Dinner for a Soldier,1944,292,6,tt0037326
The Suspect,1944,1838,7,tt0037330
Sweet and Low-Down,1944,243,5,tt0037333
Swing Fever,1943,191,6,tt0037335
Tall in the Saddle,1944,2847,7,tt0037343
Tampico,1944,220,6,tt0037346
Tawny Pipit,1944,201,6,tt0037352
There's Something About a Soldier,1943,106,5,tt0037362
The Thin Man Goes Home,1944,5059,7,tt0037365
Thirty Seconds Over Tokyo,1944,5365,7,tt0037366
This Happy Breed,1944,3007,7,tt0037367
3 Men in White,1944,209,5,tt0037373
Till We Meet Again,1944,143,7,tt0037379
To Have and Have Not,1944,31382,7,tt0037382
Together Again,1944,714,6,tt0037384
"Tomorrow, the World!",1944,659,6,tt0037386
Two Girls and a Sailor,1944,764,6,tt0037408
Uncertain Glory,1944,1150,7,tt0037414
The Uninvited,1944,10112,7,tt0037415
Up in Arms,1944,850,6,tt0037420
The Very Thought of You,1944,524,7,tt0037428
Voodoo Man,1944,837,5,tt0037441
Waterfront,1944,207,5,tt0037446
Waterloo Road,1945,546,6,tt0037447
The Way Ahead,1944,1764,6,tt0037449
When Strangers Marry,1944,915,6,tt0037458
The Whistler,1944,785,6,tt0037461
The White Cliffs of Dover,1944,1439,7,tt0037462
Wilson,1944,1445,6,tt0037465
Wing and a Prayer,1944,1254,6,tt0037466
Winged Victory,1944,169,6,tt0037467
The Woman in the Window,1944,14397,7,tt0037469
The Woman of the Town,1943,150,6,tt0037470
Youth Runs Wild,1944,340,5,tt0037476
Bud Abbott and Lou Costello in Hollywood,1945,2167,6,tt0037492
Adventure,1945,942,6,tt0037494
The Affairs of Susan,1945,302,6,tt0037498
Along Came Jones,1945,1873,6,tt0037508
Anchors Aweigh,1945,7981,7,tt0037514
And Then There Were None,1945,13292,7,tt0037515
Back to Bataan,1945,3634,6,tt0037522
A Bell for Adano,1945,662,6,tt0037534
The Bells of St. Mary's,1945,7258,7,tt0037536
Blood on the Sun,1945,1831,6,tt0037547
The Body Snatcher,1945,8335,7,tt0037549
Boston Blackie's Rendezvous,1945,311,6,tt0037554
Brief Encounter,1945,36196,8,tt0037558
Bring on the Girls,1945,113,6,tt0037560
The Bullfighters,1945,1085,6,tt0037563
Captain Kidd,1945,1581,6,tt0037576
Caravan,1946,156,6,tt0037578
China Sky,1945,407,6,tt0037593
Christmas in Connecticut,1945,8333,7,tt0037595
Circumstantial Evidence,1945,101,5,tt0037598
The Clock,1945,3043,7,tt0037604
Club Havana,1945,123,6,tt0037605
Colonel Effingham's Raid,1946,346,6,tt0037607
Confidential Agent,1945,947,6,tt0037610
Conflict,1945,3306,7,tt0037611
The Corn Is Green,1945,2497,7,tt0037614
Cornered,1945,2075,6,tt0037615
Counter-Attack,1945,433,6,tt0037618
Dakota,1945,1337,6,tt0037627
Danger Signal,1945,886,6,tt0037632
Delightfully Dangerous,1945,227,6,tt0037636
Diamond Horseshoe,1945,246,6,tt0037640
Dick Tracy,1945,1230,6,tt0037642
Dillinger,1945,1717,6,tt0037644
Duffy's Tavern,1945,175,5,tt0037662
The Enchanted Cottage,1945,2835,7,tt0037671
Escape in the Fog,1945,762,5,tt0037678
Eve Knew Her Apples,1945,182,5,tt0037685
Fallen Angel,1945,4975,7,tt0037691
First Yank Into Tokyo,1945,224,5,tt0037701
Flame of Barbary Coast,1945,1276,6,tt0037702
Frontier Gal,1945,278,5,tt0037721
George White's Scandals,1945,178,5,tt0037736
God Is My Co-Pilot,1945,587,6,tt0037746
Guest Wife,1945,354,6,tt0037756
Hangover Square,1945,2535,7,tt0037761
Her Highness and the Bellboy,1945,616,6,tt0037769
The Hidden Eye,1945,354,6,tt0037776
Hold That Blonde!,1945,114,6,tt0037785
The Horn Blows at Midnight,1945,1209,6,tt0037790
Hotel Berlin,1945,723,6,tt0037791
House of Dracula,1945,4915,5,tt0037793
The House of Fear,1945,4518,7,tt0037794
I Know Where I'm Going!,1945,8069,7,tt0037800
A Yank in London,1945,161,6,tt0037801
I Love a Mystery,1945,430,6,tt0037803
Identity Unknown,1945,205,6,tt0037811
Incendiary Blonde,1945,336,6,tt0037816
Isle of the Dead,1945,4064,6,tt0037820
It's in the Bag!,1945,447,6,tt0037823
Johnny Angel,1945,901,6,tt0037832
Jungle Queen,1945,109,5,tt0037838
Junior Miss,1945,164,6,tt0037840
Keep Your Powder Dry,1945,467,6,tt0037843
Kiss and Tell,1945,213,6,tt0037848
Kitty,1945,617,7,tt0037849
Lady on a Train,1945,1739,6,tt0037859
Leave Her to Heaven,1945,11139,7,tt0037865
A Letter for Evie,1946,341,7,tt0037870
The Lost Weekend,1945,33885,7,tt0037884
Love Letters,1945,1433,7,tt0037885
A Medal for Benny,1945,138,6,tt0037906
Mildred Pierce,1945,23117,8,tt0037913
Miss Susie Slagle's,1946,103,6,tt0037917
Molly and Me,1945,418,6,tt0037923
"Murder, He Says",1945,1665,7,tt0037931
My Name Is Julia Ross,1945,2721,7,tt0037932
The Naughty Nineties,1945,1823,7,tt0037939
Night Boat to Dublin,1946,205,6,tt0037943
Nob Hill,1945,259,6,tt0037946
Notorious Gentleman,1945,323,6,tt0037950
"Objective, Burma!",1945,4350,7,tt0037954
Our Vines Have Tender Grapes,1945,1793,7,tt0037963
Out of This World,1945,109,6,tt0037964
Over 21,1945,335,6,tt0037966
Vacation from Marriage,1945,1103,7,tt0037980
The Pearl,1947,885,7,tt0037981
The Picture of Dorian Gray,1945,12024,7,tt0037988
Pillow to Post,1945,407,6,tt0037990
Pride of the Marines,1945,1305,7,tt0038000
Pursuit to Algiers,1945,3344,6,tt0038008
Rhapsody in Blue,1945,1241,7,tt0038026
Road to Utopia,1945,3236,7,tt0038032
Roughly Speaking,1945,648,6,tt0038038
A Royal Scandal,1945,883,6,tt0038040
The Sailor Takes a Wife,1945,196,6,tt0038045
Salome Where She Danced,1945,247,5,tt0038046
Salty O'Rourke,1945,177,6,tt0038047
San Antonio,1945,1404,6,tt0038048
Saratoga Trunk,1945,1223,6,tt0038053
Scarlet Street,1945,14860,7,tt0038057
She Went to the Races,1945,218,6,tt0038083
She Wouldn't Say Yes,1945,445,6,tt0038084
Sing Your Way Home,1945,190,5,tt0038091
Son of Lassie,1945,751,6,tt0038097
A Song to Remember,1945,1223,6,tt0038104
The Southerner,1945,3021,7,tt0038107
The Spanish Main,1945,1560,6,tt0038108
Spellbound,1945,43909,7,tt0038109
The Spider,1945,118,5,tt0038110
State Fair,1945,3614,7,tt0038116
Story of G.I. Joe,1945,3040,7,tt0038120
The Strange Affair of Uncle Harry,1945,1542,6,tt0038123
Strange Confession,1945,488,6,tt0038124
Strange Holiday,1945,151,5,tt0038125
Strangler of the Swamp,1946,549,6,tt0038129
They Were Expendable,1945,7641,7,tt0038160
They Were Sisters,1945,269,6,tt0038161
This Man's Navy,1945,219,6,tt0038163
Those Endearing Young Charms,1945,148,6,tt0038164
A Thousand and One Nights,1945,527,6,tt0038165
The Three Caballeros,1944,12731,6,tt0038166
Thrill of a Romance,1945,684,6,tt0038170
Thunderhead - Son of Flicka,1945,303,6,tt0038172
Tonight and Every Night,1945,767,6,tt0038178
A Tree Grows in Brooklyn,1945,7174,8,tt0038190
Twice Blessed,1945,154,6,tt0038197
Two O'Clock Courage,1945,917,6,tt0038199
The Unseen,1945,366,6,tt0038205
The Valley of Decision,1945,1875,7,tt0038213
A Walk in the Sun,1945,3335,7,tt0038235
Johnny in the Clouds,1945,1367,7,tt0038238
Week-End at the Waldorf,1945,1090,6,tt0038239
West of the Pecos,1945,220,6,tt0038241
"What Next, Corporal Hargrove?",1945,238,5,tt0038243
Where Do We Go from Here?,1945,234,5,tt0038245
The Wicked Lady,1945,1296,6,tt0038250
Without Love,1945,2045,6,tt0038256
The Woman in Green,1945,5548,6,tt0038259
Wonder Man,1945,1959,7,tt0038260
Yolanda and the Thief,1945,897,6,tt0038262
You Came Along,1945,192,6,tt0038263
Zombies on Broadway,1945,721,5,tt0038270
13 Rue Madeleine,1946,2674,6,tt0038279
Abilene Town,1946,858,6,tt0038284
I See a Dark Stranger,1946,1312,7,tt0038289
Angel on My Shoulder,1946,2435,6,tt0038300
Anna and the King of Siam,1946,2173,7,tt0038303
Bad Bascomb,1946,455,6,tt0038319
Badman's Territory,1946,651,6,tt0038321
The Bamboo Blonde,1946,331,5,tt0038324
The Bandit of Sherwood Forest,1946,407,5,tt0038326
The Beast with Five Fingers,1946,2422,6,tt0038338
Because of Him,1946,275,6,tt0038341
Bedlam,1946,3532,6,tt0038343
Beware of Pity,1946,205,6,tt0038354
The Big Sleep,1946,79312,7,tt0038355
Black Angel,1946,2811,7,tt0038360
Blithe Spirit,1945,5901,7,tt0038363
Blondie Knows Best,1946,168,6,tt0038367
The Blue Dahlia,1946,7690,7,tt0038369
Blue Skies,1946,1265,6,tt0038370
Breakfast in Hollywood,1946,234,5,tt0038382
The Bride Wore Boots,1946,360,6,tt0038383
Caesar and Cleopatra,1945,2606,6,tt0038390
California,1947,813,6,tt0038392
Canyon Passage,1946,2007,6,tt0038395
The Cat Creeps,1946,129,5,tt0038401
The Catman of Paris,1946,234,5,tt0038402
Centennial Summer,1946,309,6,tt0038406
The Chase,1946,1677,6,tt0038409
Cinderella Jones,1946,199,5,tt0038415
Claudia and David,1946,198,6,tt0038416
Cloak and Dagger,1946,2576,6,tt0038417
Cluny Brown,1946,3032,7,tt0038419
The Cockeyed Miracle,1946,308,6,tt0038420
Courage of Lassie,1946,1368,6,tt0038427
Crack-Up,1946,1317,6,tt0038429
Crime Doctor's Man Hunt,1946,241,6,tt0038430
The Dark Corner,1946,4041,7,tt0038453
The Dark Mirror,1946,4440,7,tt0038455
Deadline at Dawn,1946,1674,6,tt0038458
Deception,1946,3165,7,tt0038461
Devotion,1946,813,6,tt0038474
The Diary of a Chambermaid,1946,1189,6,tt0038477
Do You Love Me,1946,209,6,tt0038484
Dragonwyck,1946,3902,7,tt0038492
Dressed to Kill,1946,5508,6,tt0038494
Dual Alibi,1947,192,6,tt0038498
Duel in the Sun,1946,8059,6,tt0038499
Easy to Wed,1946,697,6,tt0038505
The Face of Marble,1946,307,5,tt0038514
Faithful in My Fashion,1946,265,5,tt0038517
The Falcon's Alibi,1946,430,6,tt0038519
Fame Is the Spur,1947,189,6,tt0038520
Fear,1946,521,5,tt0038524
From This Day Forward,1946,378,6,tt0038537
Gilda,1946,28306,7,tt0038559
Great Expectations,1946,22309,7,tt0038574
The Great Morgan,1946,175,5,tt0038575
The Green Years,1946,847,7,tt0038578
The Harvey Girls,1946,3620,7,tt0038589
Heartbeat,1946,660,6,tt0038592
Holiday in Mexico,1946,412,6,tt0038606
"Home, Sweet Homicide",1946,231,7,tt0038613
The Hoodlum Saint,1946,439,6,tt0038615
Humoresque,1946,4020,7,tt0038622
If I'm Lucky,1946,171,6,tt0038632
It Shouldn't Happen to a Dog,1946,149,6,tt0038648
It's a Wonderful Life,1946,409912,8,tt0038650
Janie Gets Married,1946,160,6,tt0038652
The Jolson Story,1946,1501,7,tt0038661
Journey Together,1945,163,6,tt0038663
The Kid from Brooklyn,1946,1045,6,tt0038668
The Killers,1946,19471,7,tt0038669
Lady Luck,1946,298,6,tt0038680
The Last Crooked Mile,1946,101,6,tt0038683
The Locket,1946,2384,7,tt0038700
Love Laughs at Andy Hardy,1946,591,5,tt0038704
Lover Come Back,1946,131,6,tt0038705
Magnificent Doll,1946,303,6,tt0038715
Make Mine Music,1946,3825,6,tt0038718
The Man I Love,1946,889,6,tt0038721
The Room Upstairs,1946,319,6,tt0038728
Stairway to Heaven,1946,19898,8,tt0038733
The Mighty McGurk,1947,188,6,tt0038739
Monsieur Beaucaire,1946,472,6,tt0038747
Mr. Ace,1946,160,6,tt0038752
My Darling Clementine,1946,21750,7,tt0038762
My Reputation,1946,1330,7,tt0038765
Never Say Goodbye,1946,902,6,tt0038773
Night and Day,1946,2688,6,tt0038776
A Night in Casablanca,1946,6271,7,tt0038777
Night in Paradise,1946,144,5,tt0038778
"No Leave, No Love",1946,126,5,tt0038779
Nobody Lives Forever,1946,1411,7,tt0038780
Nocturne,1946,1354,6,tt0038782
Notorious,1946,93005,7,tt0038787
O.S.S.,1946,377,6,tt0038794
Of Human Bondage,1946,632,6,tt0038795
One More Tomorrow,1946,416,6,tt0038802
Paisan,1946,7521,7,tt0038823
Pardon My Past,1945,205,6,tt0038826
The Perfect Marriage,1946,107,6,tt0038832
Piccadilly Incident,1946,197,6,tt0038842
The Postman Always Rings Twice,1946,18848,7,tt0038854
The Razor's Edge,1946,5407,7,tt0038873
Renegades,1946,119,6,tt0038878
San Quentin,1946,220,5,tt0038905
A Scandal in Paris,1946,928,6,tt0038908
Secret Flight,1946,175,6,tt0038911
The Secret Heart,1946,567,6,tt0038916
Sentimental Journey,1946,374,6,tt0038922
The Seventh Veil,1945,1661,6,tt0038924
Shadow of a Woman,1946,242,6,tt0038927
Shadowed,1946,173,6,tt0038928
She-Wolf of London,1946,2308,5,tt0038934
Shock,1946,2446,6,tt0038937
The Show-Off,1946,216,6,tt0038938
Sister Kenny,1946,997,7,tt0038948
Smoky,1946,363,6,tt0038955
So Goes My Love,1946,331,6,tt0038959
Somewhere in the Night,1946,2517,7,tt0038965
Song of the South,1946,11521,7,tt0038969
Specter of the Rose,1946,204,5,tt0038973
The Spiral Staircase,1946,9158,7,tt0038975
Stagecoach to Denver,1946,126,6,tt0038979
Step by Step,1946,340,6,tt0038982
A Stolen Life,1946,3197,7,tt0038984
Strange Impersonation,1946,648,6,tt0038986
The Strange Love of Martha Ivers,1946,8571,7,tt0038988
The Strange Woman,1946,1810,6,tt0038990
The Stranger,1946,24416,7,tt0038991
Terror by Night,1946,5505,6,tt0039017
Three Little Girls in Blue,1946,260,6,tt0039026
Three Strangers,1946,1900,7,tt0039029
Three Wise Fools,1946,319,6,tt0039031
The Thrill of Brazil,1946,129,6,tt0039032
Till the Clouds Roll By,1946,2123,6,tt0039035
Till the End of Time,1946,1100,6,tt0039036
"The Time, the Place and the Girl",1946,229,6,tt0039038
To Each His Own,1946,2415,7,tt0039040
Tomorrow Is Forever,1946,2352,7,tt0039041
The Truth About Murder,1946,100,6,tt0039050
Two Guys from Milwaukee,1946,435,6,tt0039053
Two Sisters from Boston,1946,496,6,tt0039054
Two Smart People,1946,465,6,tt0039055
Two Years Before the Mast,1946,450,6,tt0039056
Undercurrent,1946,2739,6,tt0039066
Up Goes Maisie,1946,260,6,tt0039073
The Verdict,1946,1906,7,tt0039080
Wanted for Murder,1946,392,6,tt0039095
The Well Groomed Bride,1946,118,5,tt0039098
Whistle Stop,1946,1015,5,tt0039101
Without Reservations,1946,1522,6,tt0039110
The Yearling,1946,5384,7,tt0039111
The Years Between,1946,136,6,tt0039112
Young Widow,1946,273,6,tt0039114
Ziegfeld Follies,1945,2908,6,tt0039116
Adventure Island,1947,154,4,tt0039133
The Eagle with Two Heads,1948,496,6,tt0039135
Angel and the Badman,1947,5319,6,tt0039152
Appointment with Crime,1946,211,6,tt0039158
The Arnelo Affair,1947,272,5,tt0039160
The Bachelor and the Bobby-Soxer,1947,7953,7,tt0039169
The Beginning or the End,1947,548,6,tt0039178
The Bishop's Wife,1947,15270,7,tt0039190
Black Gold,1947,146,6,tt0039191
Black Narcissus,1947,22308,7,tt0039192
Blanche Fury,1948,761,6,tt0039195
Blaze of Noon,1947,144,6,tt0039196
Blonde Savage,1947,129,4,tt0039198
Blondie in the Dough,1947,171,6,tt0039200
Body and Soul,1947,4460,7,tt0039204
Boomerang!,1947,4070,7,tt0039208
Born to Kill,1947,4790,7,tt0039211
Brighton Rock,1948,5311,7,tt0039220
Brute Force,1947,9241,7,tt0039224
Bury Me Dead,1947,251,6,tt0039230
Calcutta,1946,450,6,tt0039235
Captain Boycott,1947,345,6,tt0039242
Captain from Castile,1947,1790,6,tt0039243
Carnegie Hall,1947,288,6,tt0039244
Carnival in Costa Rica,1947,149,6,tt0039245
Cass Timberlane,1947,925,6,tt0039250
The Mysterious Rider,1948,134,6,tt0039255
Cheyenne,1947,456,6,tt0039260
Christmas Eve,1947,518,6,tt0039266
Copacabana,1947,1184,6,tt0039277
The Corpse Came C.O.D.,1947,271,6,tt0039279
Crossfire,1947,7384,7,tt0039286
Cry Wolf,1947,1296,6,tt0039288
Cynthia,1947,493,6,tt0039293
Daisy Kenyon,1947,2129,6,tt0039294
Dancing with Crime,1947,232,6,tt0039297
Dark Delusion,1947,192,6,tt0039301
Dark Passage,1947,17865,7,tt0039302
Dead Reckoning,1947,6913,7,tt0039305
Dear Murderer,1947,775,6,tt0039306
Dear Ruth,1947,465,7,tt0039307
Deep Valley,1947,687,6,tt0039308
Flesh Will Surrender,1947,162,6,tt0039309
Desert Fury,1947,1315,6,tt0039311
Desire Me,1947,654,6,tt0039312
Desperate,1947,1939,6,tt0039313
The Devil Thumbs a Ride,1947,776,6,tt0039317
The Devil on Wheels,1947,107,5,tt0039318
Dick Tracy Meets Gruesome,1947,1530,6,tt0039320
Dishonored Lady,1947,1151,6,tt0039324
Don Quijote de la Mancha,1947,144,6,tt0039330
A Double Life,1947,3169,7,tt0039335
Down to Earth,1947,1216,6,tt0039337
Driftwood,1947,284,7,tt0039341
The Egg and I,1947,2450,7,tt0039349
Escape Me Never,1947,459,6,tt0039357
Fall Guy,1947,137,6,tt0039368
The Farmer's Daughter,1947,2347,7,tt0039370
Fear in the Night,1947,1375,6,tt0039372
Fiesta,1947,468,5,tt0039377
Forever Amber,1947,1246,6,tt0039391
The Foxes of Harrow,1947,460,6,tt0039394
Framed,1947,1479,7,tt0039396
Frieda,1947,352,7,tt0039398
The Fugitive,1947,2152,6,tt0039402
Fun & Fancy Free,1947,7323,6,tt0039404
Gallant Journey,1946,222,6,tt0039409
The Gangster,1947,850,6,tt0039410
Gentleman's Agreement,1947,14928,7,tt0039416
The Ghost and Mrs. Muir,1947,15998,7,tt0039420
The Ghosts of Berkeley Square,1947,287,6,tt0039421
Snow Trail,1947,399,7,tt0039423
Golden Earrings,1947,1022,6,tt0039428
Green Dolphin Street,1947,1378,6,tt0039437
The Guilt of Janet Ames,1947,459,6,tt0039438
Gunfighters,1947,629,6,tt0039441
Heading for Heaven,1947,108,5,tt0039451
Heaven Only Knows,1947,416,6,tt0039453
Her Husband's Affairs,1947,333,6,tt0039456
High Barbaree,1947,347,6,tt0039461
High Wall,1947,1523,7,tt0039464
Honeymoon,1947,390,6,tt0039472
The Hucksters,1947,1438,6,tt0039477
Hungry Hill,1947,518,6,tt0039479
I Walk Alone,1947,2474,7,tt0039482
I Wonder Who's Kissing Her Now,1947,166,6,tt0039483
An Ideal Husband,1947,624,6,tt0039485
If Winter Comes,1947,531,6,tt0039486
The Inheritance,1947,625,6,tt0039492
Intrigue,1947,132,5,tt0039496
It Had to Be You,1947,634,6,tt0039500
It Happened in Brooklyn,1947,758,6,tt0039501
It Happened on Fifth Avenue,1947,3955,7,tt0039502
"It's a Joke, Son!",1947,206,6,tt0039503
Ivy,1947,772,7,tt0039504
Johnny O'Clock,1947,1567,6,tt0039515
Killer McCoy,1947,388,6,tt0039531
Kiss of Death,1947,7552,7,tt0039536
Lady in the Lake,1946,5130,6,tt0039545
Larceny,1948,280,6,tt0039550
Life with Father,1947,4783,7,tt0039566
A Likely Story,1947,129,5,tt0039568
Living in a Big Way,1947,361,6,tt0039574
The Long Night,1947,1439,6,tt0039581
The Lost Moment,1947,978,6,tt0039583
Love from a Stranger,1947,207,5,tt0039586
Lured,1947,3211,7,tt0039589
The Macomber Affair,1947,771,6,tt0039591
The Magic Bow,1946,180,6,tt0039594
Magic Town,1947,1463,6,tt0039595
A Man About the House,1947,165,6,tt0039600
Merton of the Movies,1947,406,6,tt0039619
Mine Own Executioner,1947,380,6,tt0039627
Miracle on 34th Street,1947,41862,7,tt0039628
Monsieur Verdoux,1947,16089,7,tt0039631
Mother Wore Tights,1947,587,6,tt0039634
Mourning Becomes Electra,1947,1011,6,tt0039636
My Favorite Brunette,1947,3097,6,tt0039645
My Wild Irish Rose,1947,365,6,tt0039647
New Orleans,1947,483,6,tt0039655
The Life and Adventures of Nicholas Nickleby,1947,701,6,tt0039657
Night Song,1947,453,6,tt0039659
Night Unto Night,1949,339,5,tt0039660
Nightmare Alley,1947,7326,7,tt0039661
Nora Prentiss,1947,1524,7,tt0039666
The October Man,1947,1126,7,tt0039676
Odd Man Out,1947,9155,7,tt0039677
The Other Love,1947,655,6,tt0039686
Out of the Past,1947,33256,8,tt0039689
The Paradine Case,1947,10235,6,tt0039694
Possessed,1947,4675,7,tt0039725
The Private Affairs of Bel Ami,1947,640,6,tt0039735
Pursued,1947,2911,7,tt0039737
Railroaded!,1947,1452,6,tt0039748
Ramrod,1947,1397,6,tt0039750
The Red House,1947,3482,6,tt0039757
Repeat Performance,1947,869,6,tt0039761
The Return of Rin Tin Tin,1947,100,5,tt0039763
Ride the Pink Horse,1947,2686,7,tt0039768
Road to Rio,1947,3125,7,tt0039776
Robin Hood of Texas,1947,106,6,tt0039780
The Romance of Rosy Ridge,1947,516,6,tt0039783
The Root of All Evil,1947,177,6,tt0039784
Roses Are Red,1947,154,6,tt0039787
The Sea of Grass,1947,1934,6,tt0039806
The Secret Life of Walter Mitty,1947,5841,7,tt0039808
The Senator Was Indiscreet,1947,531,6,tt0039811
The Shocking Miss Pilgrim,1947,387,6,tt0039819
Code of Scotland Yard,1947,166,6,tt0039821
The Sin of Harold Diddlebock,1947,1462,6,tt0039825
"Sinbad, the Sailor",1947,1888,6,tt0039826
Singapore,1947,467,6,tt0039829
A Ship Bound for India,1947,1517,6,tt0039834
Smash-Up: The Story of a Woman,1947,1310,6,tt0039840
So Well Remembered,1947,411,6,tt0039842
Something in the Wind,1947,398,6,tt0039847
Song of Love,1947,927,6,tt0039850
