nm0000001,tt0082449
nm0000001,tt0076851
nm0000001,tt0074130
nm0000001,tt0072308
nm0000001,tt0064664
nm0000001,tt0062974
nm0000001,tt0056289
nm0000001,tt0055307
nm0000001,tt0053137
nm0000001,tt0050419
nm0000001,tt0050972
nm0000001,tt0047969
nm0000001,tt0045537
nm0000001,tt0044408
nm0000001,tt0043983
nm0000001,tt0043044
nm0000001,tt0042674
nm0000001,tt0041158
nm0000001,tt0040308
nm0000001,tt0038370
nm0000001,tt0039116
nm0000001,tt0038262
nm0000001,tt0036363
nm0000001,tt0034862
nm0000001,tt0035583
nm0000001,tt0034409
nm0000001,tt0032284
nm0000001,tt0033029
nm0000001,tt0031983
nm0000001,tt0029971
nm0000001,tt0029546
nm0000001,tt0028757
nm0000001,tt0028333
nm0000001,tt0027630
nm0000001,tt0027125
nm0000001,tt0026942
nm0000001,tt0025164
nm0000001,tt0024025
nm0000001,tt0023926
nm0000002,tt1816518
nm0000002,tt1368858
nm0000002,tt0858500
nm0000002,tt0783608
nm0000002,tt0342735
nm0000002,tt0439848
nm0000002,tt0347149
nm0000002,tt0337876
nm0000002,tt0276919
nm0000002,tt0167423
nm0000002,tt0211577
nm0000002,tt0272183
nm0000002,tt0211719
nm0000002,tt0119418
nm0000002,tt0117057
nm0000002,tt0117119
nm0000002,tt0110907
nm0000002,tt0101301
nm0000002,tt0166817
nm0000002,tt0100157
nm0000002,tt0099846
nm0000002,tt0094669
nm0000002,tt0095665
nm0000002,tt0082362
nm0000002,tt0079256
nm0000002,tt0075213
nm0000002,tt0071877
nm0000002,tt0060490
nm0000002,tt0058580
nm0000002,tt0058585
nm0000002,tt0053126
nm0000002,tt0051657
nm0000002,tt0050306
nm0000002,tt0049966
nm0000002,tt0047889
nm0000002,tt0047944
nm0000002,tt0047680
nm0000002,tt0045891
nm0000002,tt0043153
nm0000002,tt0042285
nm0000002,tt0040506
nm0000002,tt0039302
nm0000002,tt0038355
nm0000002,tt0039053
nm0000002,tt0037610
nm0000002,tt0037382
nm0000003,tt0069990
nm0000003,tt0069899
nm0000003,tt0067637
nm0000003,tt0066857
nm0000003,tt0064779
nm0000003,tt0066164
nm0000003,tt0064324
nm0000003,tt0063715
nm0000003,tt0063592
nm0000003,tt0062534
nm0000003,tt0060675
nm0000003,tt0059956
nm0000003,tt0059094
nm0000003,tt0058703
nm0000003,tt0057345
nm0000003,tt0055599
nm0000003,tt0056404
nm0000003,tt0054700
nm0000003,tt0054516
nm0000003,tt0054452
nm0000003,tt0053428
nm0000003,tt0052595
nm0000003,tt0051579
nm0000003,tt0050193
nm0000003,tt0051608
nm0000003,tt0051133
nm0000003,tt0049189
nm0000003,tt0049301
nm0000003,tt0049182
nm0000003,tt0049063
nm0000003,tt0049508
nm0000003,tt0049483
nm0000003,tt0048133
nm0000003,tt0048001
nm0000003,tt0048103
nm0000003,tt0048321
nm0000003,tt0048070
nm0000003,tt0047484
nm0000003,tt0046480
nm0000003,tt0045265
nm0000003,tt0044881
nm0000004,tt0082801
nm0000004,tt0082200
nm0000004,tt0080455
nm0000004,tt0078723
nm0000004,tt0079660
nm0000004,tt0077975
nm0000004,tt0077621
nm0000004,tt0073691
nm0000005,tt0069467
nm0000005,tt0064793
nm0000005,tt0048272
nm0000005,tt0047167
nm0000005,tt0044811
nm0000005,tt0043048
nm0000005,tt0041998
nm0000005,tt0040622
nm0000005,tt0039834
nm0000005,tt0036914
nm0000006,tt0077711
nm0000006,tt0074878
nm0000006,tt0071877
nm0000006,tt0070079
nm0000006,tt0066542
nm0000006,tt0064117
nm0000006,tt0062306
nm0000006,tt0059927
nm0000006,tt0058724
nm0000006,tt0054936
nm0000006,tt0051773
nm0000006,tt0051776
nm0000006,tt0048947
nm0000006,tt0049177
nm0000006,tt0046511
nm0000006,tt0047336
nm0000006,tt0047026
nm0000006,tt0046309
nm0000006,tt0043511
nm0000006,tt0041931
nm0000006,tt0042004
nm0000006,tt0040491
nm0000006,tt0040109
nm0000006,tt0038787
nm0000006,tt0038109
nm0000006,tt0037536
nm0000006,tt0038053
nm0000006,tt0036855
nm0000006,tt0035896
nm0000006,tt0034583
nm0000006,tt0033553
nm0000006,tt0034078
nm0000006,tt0033314
nm0000006,tt0032655
nm0000006,tt0031491
nm0000006,tt0031270
nm0000006,tt0030337
nm0000006,tt0030066
nm0000006,tt0030938
nm0000006,tt0027796
nm0000006,tt0028151
nm0000006,tt0027164
nm0000006,tt0026737
nm0000006,tt0027062
nm0000007,tt0049291
nm0000007,tt0047985
nm0000007,tt0048801
nm0000007,tt0048291
nm0000007,tt0047437
nm0000007,tt0046816
nm0000007,tt0046754
nm0000007,tt0046414
nm0000007,tt0045544
nm0000007,tt0044533
nm0000007,tt0043265
nm0000007,tt0043503
nm0000007,tt0044040
nm0000007,tt0042593
nm0000007,tt0042324
nm0000007,tt0041555
nm0000007,tt0041967
nm0000007,tt0040897
nm0000007,tt0040506
nm0000007,tt0039302
nm0000007,tt0039305
nm0000007,tt0039926
nm0000007,tt0040089
nm0000007,tt0038355
nm0000007,tt0038773
nm0000007,tt0039053
nm0000007,tt0037611
nm0000007,tt0037382
nm0000007,tt0037166
nm0000007,tt0036323
nm0000007,tt0035608
nm0000007,tt0036422
nm0000007,tt0034583
nm0000007,tt0034428
nm0000007,tt0034449
nm0000007,tt0034513
nm0000007,tt0033870
nm0000007,tt0033717
nm0000007,tt0034370
nm0000007,tt0033149
nm0000007,tt0032285
nm0000007,tt0033226
nm0000007,tt0032643
nm0000007,tt0031867
nm0000007,tt0031210
nm0000007,tt0031851
nm0000007,tt0031747
nm0000007,tt0032636
nm0000007,tt0031536
nm0000007,tt0032153
nm0000007,tt0029870
nm0000007,tt0029864
nm0000007,tt0030026
nm0000007,tt0030650
nm0000007,tt0030820
nm0000007,tt0030433
nm0000007,tt0028773
nm0000007,tt0029217
nm0000007,tt0029080
nm0000007,tt0027367
nm0000007,tt0029511
nm0000007,tt0029605
nm0000007,tt0028955
nm0000007,tt0028096
nm0000007,tt0027407
nm0000007,tt0027805
nm0000007,tt0028426
nm0000007,tt0027445
nm0000007,tt0025499
nm0000007,tt0023590
nm0000007,tt0022676
nm0000007,tt0023153
nm0000007,tt0021636
nm0000007,tt0021966
nm0000007,tt0021508
nm0000008,tt0227445
nm0000008,tt0120678
nm0000008,tt0118768
nm0000008,tt0116654
nm0000008,tt0112883
nm0000008,tt0103962
nm0000008,tt0099615
nm0000008,tt0097243
nm0000008,tt0080754
nm0000008,tt0078788
nm0000008,tt0078346
nm0000008,tt0074906
nm0000008,tt0068646
nm0000008,tt0070849
nm0000008,tt0069007
nm0000008,tt0064866
nm0000008,tt0064728
nm0000008,tt0062776
nm0000008,tt0062185
nm0000008,tt0061523
nm0000008,tt0060232
nm0000008,tt0060120
nm0000008,tt0059470
nm0000008,tt0057878
nm0000008,tt0056632
nm0000008,tt0056264
nm0000008,tt0055257
nm0000008,tt0052832
